143,OTU143,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JN563820.1.1535,g_Alteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
2159,OTU2159,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JN591877.1.1479,g_Owenweeksia,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;
2304,OTU2304,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JN591884.1.1486,f_SAR86 clade,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;
886,OTU886,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JN591984.1.1424,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
2940,OTU2940,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,JN606901.1.1376,g_Vibrio,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
2742,OTU2742,Bacteria,Cyanobacteria,Chloroplast,,,,JN625666.1.1390,c_Chloroplast,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
2667,OTU2667,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JN832934.1.1425,f_SAR86 clade,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;
1205,OTU1205,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JN833331.1.1017,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
3025,OTU3025,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,JN837486.1.1427,g_Albimonas,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;
1251,OTU1251,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,JN860396.1.1488,g_Nitrospina,Bacteria;Nitrospinota;P9X2b3D02;
1851,OTU1851,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,JN874066.1.1482,g_Marinobacter,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;
4312,OTU4312,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,JN874224.1.1504,g_Colwellia,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
4145,OTU4145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JN874273.1.1457,g_Alteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
627,OTU627,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JN874316.1.1443,g_Synechococcus,Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902;
776,OTU776,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,JN874348.1.1526,c_Arctic97B-4 marine group,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Arctic97B-4 marine group;
2345,OTU2345,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,JN976225.1.1443,g_Formosa,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa;
3206,OTU3206,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JN976344.1.1459,g_Owenweeksia,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus;
401,OTU401,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JQ062671.1.1498,f_SAR86 clade,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;
216,OTU216,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,JQ062856.1.1462,o_OCS116 clade,Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116 clade;
1133,OTU1133,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JQ062860.1.1445,g_Synechococcus,Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902;
2671,OTU2671,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,JQ083317.1.1465,g_Vibrio,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
1039,OTU1039,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,JQ218646.1.1493,g_Cobetia,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia;
193,OTU193,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220558.1.915,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
1208,OTU1208,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220648.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
753,OTU753,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220653.1.915,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
543,OTU543,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220924.1.916,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
1745,OTU1745,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221004.1.915,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
1232,OTU1232,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ221011.1.915,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1576,OTU1576,Archaea,Thaumarchaeota,F9P122000-Arc-2-E02,,,,JQ221038.1.914,c_F9P122000-Arc-2-E02,Archaea;Crenarchaeota;Nitrososphaeria;Marine Benthic Group A;
564,OTU564,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221123.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
1019,OTU1019,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221251.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
1212,OTU1212,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221386.1.913,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
585,OTU585,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221717.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
264,OTU264,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221732.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
1082,OTU1082,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221803.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
1117,OTU1117,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,JQ222041.1.915,f_Marine Group III,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;
541,OTU541,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222055.1.909,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
1842,OTU1842,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,JQ222279.1.913,f_Marine Group III,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;
804,OTU804,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222294.1.913,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
732,OTU732,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222467.1.914,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
519,OTU519,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222667.1.1344,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
558,OTU558,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222710.1.1336,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
872,OTU872,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222785.1.1347,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
2179,OTU2179,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ222974.1.1365,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1424,OTU1424,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ223014.1.1367,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
2657,OTU2657,Archaea,Thaumarchaeota,Marine Group I,,,,JQ224467.1.1339,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
77,OTU77,Archaea,Thaumarchaeota,Marine Group I,,,,JQ224996.1.1347,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;
1422,OTU1422,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ225306.1.1339,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1320,OTU1320,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ225307.1.1344,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
2771,OTU2771,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,JQ225391.1.1340,g_Candidatus Nitrosopumilus,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
614,OTU614,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226349.1.1312,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1566,OTU1566,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226401.1.1306,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1056,OTU1056,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226616.1.1299,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
677,OTU677,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226757.1.1346,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1245,OTU1245,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ227077.1.1367,f_Marine Group II,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;
1987,OTU1987,Archaea,Thaumarchaeota,Marine Group I,,,,JQ227409.1.1285,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;
2870,OTU2870,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,JQ337874.1.1506,g_Marinobacter,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;
53,OTU53,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,JQ347414.1.1492,g_Marinicella,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;
4152,OTU4152,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JQ579911.1.1480,g_Owenweeksia,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus;
2705,OTU2705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,JQ661177.1.2718,g_Erythrobacter,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;
488,OTU488,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678385.1.1530,f_SAR406 clade(Marine group A),Bacteria;Marinimicrobia (SAR406 clade);
663,OTU663,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,JQ678403.1.1505,g_ZD0417 marine group,Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
1118,OTU1118,Bacteria,Chloroflexi,SAR202 clade,,,,JQ678410.1.1465,c_SAR202 clade,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;
940,OTU940,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678431.1.1528,f_SAR406 clade(Marine group A),Bacteria;Marinimicrobia (SAR406 clade);
918,OTU918,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JQ678468.1.1495,f_NS9 marine group,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
1037,OTU1037,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,JQ678482.1.1451,f_Surface 1,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;
850,OTU850,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,JQ678490.1.1491,f_ZD0405,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;
904,OTU904,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JQ678491.1.1486,f_NS9 marine group,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
2586,OTU2586,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,JQ678498.1.1506,g_Pseudospirillum,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;
1588,OTU1588,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,JQ678500.1.1545,c_Arctic97B-4 marine group,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Arctic97B-4 marine group;
2976,OTU2976,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,JQ678522.1.1510,g_Formosa,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa;
3570,OTU3570,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,JQ678566.1.1505,f_Oceanospirillaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Spongiispira;
1154,OTU1154,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,JQ712062.1.1490,g_NS5 marine group,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;
1878,OTU1878,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JQ753117.1.1499,g_Pseudoalteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
2248,OTU2248,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,JQ753126.1.1502,g_Oleispira,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oleispira;
951,OTU951,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,JQ753157.1.1489,g_Polaribacter,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;
1931,OTU1931,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,JQ800676.1.1461,g_Erythrobacter,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;
3946,OTU3946,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,JQ839690.1.1433,g_Microbacterium,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;
516,OTU516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JQ860235.1.1434,g_Alteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
2480,OTU2480,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JQ904728.1.1440,g_Pseudoalteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
1986,OTU1986,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,JX015618.1.1426,g_Roseobacter clade NAC11-7 lineage,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;
3167,OTU3167,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,JX016104.1.1480,g_uncultured,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavicella;
363,OTU363,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,JX016471.1.1438,f_Surface 2,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;
819,OTU819,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JX016602.1.1495,f_NS9 marine group,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
152,OTU152,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,JX017005.1.1403,f_Surface 2,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;
2219,OTU2219,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,JX047105.1.1421,g_Hyphomonas,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;
1717,OTU1717,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JX206564.1.1446,g_Synechococcus,Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;
466,OTU466,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,JX206777.1.1466,f_OCS155 marine group,Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina;
2470,OTU2470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,JX391777.1.1460,g_Magnetospira,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira;
924,OTU924,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436383.1.1402,g_Pseudoalteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
2088,OTU2088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436391.1.1275,g_Pseudoalteromonas,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
2717,OTU2717,Bacteria,Cyanobacteria,Chloroplast,,,,JX537830.1.1321,c_Chloroplast,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
2873,OTU2873,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Olleya,JX844463.1.1384,g_Olleya,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Olleya;
1104,OTU1104,Archaea,Thaumarchaeota,Marine Group I,,,,JX870189.1.913,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;
958,OTU958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,JX878927.1.1404,g_AEGEAN-169 marine group,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;
1147,OTU1147,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,JX879028.1.1406,f_Deep 1,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;
780,OTU780,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,JX879031.1.1407,g_AEGEAN-169 marine group,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;
464,OTU464,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,KC001780.1.1314,o_SAR11 clade,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;
21,OTU21,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,KC001820.1.1315,f_Surface 1,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;
711,OTU711,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,KC002071.1.1361,g_NS2b marine group,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS2b marine group;
238,OTU238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,KC002117.1.1316,g_AEGEAN-169 marine group,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;
379,OTU379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,KC003238.1.1354,g_AEGEAN-169 marine group,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;
3,OTU3,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,KC003383.1.1321,g_Prochlorococcus,Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Prochlorococcus MIT9313;
2139,OTU2139,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,KC253366.1.1449,g_Synechococcus,Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;
15,OTU15,Archaea,Thaumarchaeota,Marine Group I,,,,U40238.31654.33126,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;
141,OTU141,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,U65908.1.1509,o_SAR324 clade(Marine group B),Bacteria;SAR324 clade(Marine group B);
3479,OTU3479,Bacteria,Cyanobacteria,Chloroplast,,,,U70724.1.1482,c_Chloroplast,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
465,OTU465,Archaea,Thaumarchaeota,Marine Group I,,,,U71109.1.1350,c_Marine Group I,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;
861,OTU861,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,U75254.1.1466,o_SAR11 clade,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;
4292,OTU4292,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,U85841.1.1485,g_Colwellia,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
4359,OTU4359,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,U85845.1.1503,g_Colwellia,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
4683,OTU4683,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,U85846.1.1486,g_Colwellia,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
